employee,customer_and_account_no,product_name,sale_date,sale_amount,units_sold,invoice_no,invoice_frequency
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,01/25/2012,$509010.93,132230,61594,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,03/14/2012,$709622.99,822924,18721,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,07/21/2012,$354833.27,808012,82704,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,07/03/2012,$197616.19,243769,75613,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,03/15/2012,$424874.81,448576,53271,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,05/11/2012,$889281.30,351520,50374,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,03/18/2012,$495523.09,456309,65829,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,07/31/2012,$713043.14,280546,45389,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,10/27/2012,$820204.66,455754,20657,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,12/05/2012,$581039.96,539285,76608,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,05/08/2012,$846659.67,955762,80973,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,08/18/2012,$948991.28,778980,81489,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,08/27/2012,$770282.26,973920,71290,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,11/21/2012,$637476.06,778832,72185,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,12/22/2012,$290670.36,663283,82830,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,11/01/2012,$119891.95,433902,85952,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,02/27/2012,$415281.35,975672,67134,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,05/24/2012,$765289.01,582453,53911,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Gorilla Glass,05/08/2012,$572663.89,106655,41464,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,06/26/2012,$793483.26,127020,35666,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,05/05/2012,$551740.88,371906,80884,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,01/30/2012,$678378.83,740667,69493,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,08/05/2012,$216677.43,994954,71981,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,02/08/2012,$709823.74,407299,38191,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,05/09/2012,$200153.65,416158,33387,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,05/26/2012,$423094.82,676649,77134,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,08/22/2012,$775525.16,575409,46916,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,10/21/2012,$236675.06,456023,40390,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Orangutan Glass,08/26/2012,$776841.60,517145,16154,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,02/01/2012,$658710.99,932149,61562,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,10/11/2012,$814874.92,506799,85770,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,11/19/2012,$665446.62,458883,36408,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,02/02/2012,$595454.50,393546,65124,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,09/23/2012,$702396.91,463457,89304,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Chimp Glass,10/10/2012,$370538.95,780732,91969,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,11/23/2012,$718228.58,333741,29631,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,07/23/2012,$725247.88,150162,68199,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,05/25/2012,$719498.73,831767,42304,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,04/18/2012,$329734.23,274836,52260,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,12/27/2012,$718753.89,675127,38943,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,09/11/2012,$297280.33,246547,88028,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,12/19/2012,$239876.66,640103,65427,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,03/19/2012,$470604.30,796449,89031,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,02/20/2012,$992616.61,970155,88830,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,10/15/2012,$885105.56,440636,61046,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,04/02/2012,$449663.51,383838,29683,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,07/08/2012,$924273.65,774945,78789,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,08/05/2012,$222527.53,928716,19789,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,01/12/2012,$746542.29,977218,85536,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,02/17/2012,$469292.45,890393,35737,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,08/27/2012,$751581.99,717248,52482,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,12/12/2012,$529345.29,811644,53578,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,01/31/2012,$416138.29,523801,45197,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,04/12/2012,$108031.77,453107,24810,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,04/14/2012,$781151.03,526467,79668,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,11/26/2012,$316931.86,787622,27996,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Baboon Glass,02/10/2012,$706887.54,138310,29839,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,02/27/2012,$987212.87,838156,58827,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,09/13/2012,$786461.44,641002,83898,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,09/23/2012,$696145.24,895465,24826,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,04/27/2012,$502674.07,330812,52796,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,03/12/2012,$296206.09,114931,41714,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,07/06/2012,$590835.78,700393,77282,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,07/06/2012,$130425.01,263948,52042,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,11/20/2012,$461703.30,161350,68375,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,01/16/2012,$983243.52,236833,83142,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,12/24/2012,$157853.54,903559,62841,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,02/10/2012,$754323.22,328138,74011,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,06/21/2012,$637694.75,819581,57326,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,07/13/2012,$860184.56,428418,45675,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,12/07/2012,$526891.81,120723,80597,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Chimp Glass,06/23/2012,$919811.88,796865,26912,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,07/03/2012,$609343.67,365007,80315,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,04/03/2012,$842231.53,756719,32800,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,11/17/2012,$325658.27,608491,45651,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,12/11/2012,$641811.86,205867,63643,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,01/21/2012,$636603.04,774333,72273,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,08/15/2012,$632085.16,375216,76016,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,07/30/2012,$816706.05,770499,15823,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,05/04/2012,$870193.90,625110,42175,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,05/13/2012,$923629.56,168004,50987,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,06/05/2012,$838669.30,975368,22151,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,09/05/2012,$830808.42,976709,22891,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,07/29/2012,$408877.25,743641,21986,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,03/18/2012,$755602.24,546877,61826,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,08/15/2012,$333914.63,402110,78493,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,08/16/2012,$173267.64,653112,62457,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,09/08/2012,$739203.39,941470,22062,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,03/31/2012,$390311.64,704813,28505,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Chimp Glass,04/26/2012,$346955.52,901286,42305,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,05/02/2012,$737441.52,749609,34879,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,05/18/2012,$693072.57,694765,24749,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,10/10/2012,$262274.99,710419,64754,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,06/23/2012,$670646.17,434563,59930,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,06/24/2012,$205809.40,127045,43241,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,12/20/2012,$589615.64,233530,29182,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,09/26/2012,$599825.54,166768,16840,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,11/09/2012,$886733.49,593623,63857,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,06/21/2012,$867892.27,455862,59379,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,02/11/2012,$968023.74,554307,38514,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,03/02/2012,$906871.91,175346,86199,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,12/07/2012,$163704.23,275054,91643,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,11/04/2012,$923680.50,131959,87694,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,07/20/2012,$838449.74,365193,76166,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,07/03/2012,$508929.13,378558,87406,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,05/17/2012,$966315.14,100730,75410,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Chimp Glass,09/17/2012,$306060.37,364924,51083,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,03/21/2012,$926041.56,913284,69530,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Baboon Glass,02/02/2012,$340715.32,512041,32147,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,07/10/2012,$532284.04,922684,36113,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,03/03/2012,$375346.33,905321,35222,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,05/22/2012,$601416.11,129580,59382,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,05/30/2012,$340370.29,743443,31931,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,04/16/2012,$631159.97,622103,73740,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,12/26/2012,$930090.54,508132,57384,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,12/19/2012,$458734.10,395673,89695,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,04/05/2012,$699035.72,969088,52580,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,08/15/2012,$968191.67,146052,35389,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,06/01/2012,$934545.90,907356,30467,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,04/30/2012,$703918.98,142752,68042,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,09/06/2012,$239700.32,157895,44297,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,01/17/2012,$486232.78,751944,53214,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,05/24/2012,$583126.05,364126,18021,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,05/31/2012,$396654.75,279333,78260,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Chimp Glass,01/08/2012,$666773.34,230312,22015,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,09/29/2012,$636233.54,718777,31535,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,01/10/2012,$584161.34,271571,78206,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,06/27/2012,$893499.54,284137,75237,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,01/13/2012,$254639.39,185306,40794,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,06/08/2012,$386343.83,843072,46598,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,02/03/2012,$256104.66,160097,68442,Once
